"","species","records","worms_id","rank_name"
"4298","Mesoplodon mirus",2,137126,"Species"
"4299","Mesopodopsis slabberi",605,120072,"Species"
"4300",NA,6,109564,"Genus"
"4301","Mesoporos perforatus",245,232516,"Species"
"4302","Mesosagitta minima",4,105437,"Species"
"4303","Mesothuria bifurcata",4,732428,"Species"
"4304","Mesothuria cathedralis",11,732620,"Species"
"4305","Mesothuria intestinalis",62,816800,"Species"
"4306","Mesothuria maroccana",14,732436,"Species"
"4307",NA,8,2346,"Genus"
"4308","Metachromadora scotlandica",4,121014,"Species"
"4309","Metachromadora suecica",4,121015,"Species"
"4310","Metachromadoroides remanei",16,159621,"Species"
"4311",NA,33,2311,"Genus"
"4312","Metacyphocaris helgae",3,102622,"Species"
"4313",NA,9,2388,"Genus"
"4314",NA,17,153217,"Genus"
"4315",NA,100,2461,"Genus"
"4316","Metadesmolaimus aduncus",4,121569,"Species"
"4317","Metadesmolaimus aversivulva",2,121570,"Species"
"4318","Metadesmolaimus gelana",10,121572,"Species"
"4319","Metadesmolaimus pandus",26,121576,"Species"
"4320","Metalcyonidium gautieri",1,111619,"Species"
"4321",NA,49,2476,"Genus"
"4322","Metalinhomoeus longiseta",112,121663,"Species"
"4323","Metalinhomoeus typicus",5,121672,"Species"
"4324",NA,3,125296,"Genus"
"4325","Metanephrops australiensis",2,382847,"Species"
"4326",NA,1,2571,"Genus"
"4327",NA,2,106817,"Genus"
"4328","Metapenaeus monoceros",44,107107,"Species"
"4329","Metaphoxus fultoni",393,102981,"Species"
"4330","Metasepia pfefferi",2,342366,"Species"
"4331",NA,73,156847,"Genus"
"4332","Metasychis gotoi",1,130307,"Species"
"4333","Metavermilia multicristata",16,131020,"Species"
"4334",NA,6,2572,"Genus"
"4335",NA,44,101764,"Genus"
"4336",NA,1,101765,"Genus"
"4337",NA,8115,104190,"Genus"
"4338","Metridia longa",3027,104632,"Species"
"4339",NA,5,100770,"Genus"
"4340",NA,7,118019,"Genus"
"4341","Metzgeria alba",8,141852,"Species"
"4342",NA,19,2507,"Genus"
"4343","Micracanthodinium claytonii",196,109992,"Species"
"4344","Micrenophrys lilljeborgii",10,127201,"Species"
"4345","Microarthridion fallax",70,116497,"Species"
"4346","Microarthridion littorale",29,116498,"Species"
"4347","Microbrotula bentleyi",1,281553,"Species"
"4348",NA,1102,104164,"Genus"
"4349","Microchirus ocellatus",85,274302,"Species"
"4350","Microchirus variegatus",14216,274304,"Species"
"4351",NA,5,131641,"Family"
"4352","Microcladia glandulosa",1,144597,"Species"
"4353",NA,3,129355,"Genus"
"4354","Microclymene acirrata",9,130308,"Species"
"4355",NA,48,103522,"Genus"
"4356","Microcosmus claudicans",23,103837,"Species"
"4357","Microcosmus polymorphus",4,103842,"Species"
"4358","Microcosmus sabatieri",34,103844,"Species"
"4359","Microcosmus vulgaris",254,103846,"Species"
"4360","Microcystis flos-aquae",2,146560,"Species"
"4361",NA,657,101471,"Genus"
"4362","Microdeutopus algicola",14,102042,"Species"
"4363","Microdeutopus armatus",3,102044,"Species"
"4364","Microdeutopus chelifer",11,102046,"Species"
"4365","Microdeutopus damnoniensis",100,102047,"Species"
"4366","Microdeutopus stationis",11,102052,"Species"
"4367","Microdeutopus versiculatus",249,102053,"Species"
"4368","Microdictyon calodictyon",1,145014,"Species"
"4369","Microdictyon umbilicatum",1,145017,"Species"
"4370","Microichthys coccoi",1,126859,"Species"
"4371","Microjaera anisopoda",12,118735,"Species"
"4372",NA,21,101572,"Genus"
"4373","Microjassa cumbrensis",76,102439,"Species"
"4374","Microlaimus acinaces",32,121066,"Species"
"4375","Microlaimus conothelis",52,121073,"Species"
"4376","Microlaimus honestus",10,121082,"Species"
"4377","Microlaimus marinus",52,121086,"Species"
"4378","Microlaimus monstrosus",77,121088,"Species"
"4379","Microlaimus ostracion",2,121089,"Species"
"4380","Microlaimus zosterae",105,121102,"Species"
"4381","Micromaldane ornithochaeta",24,130310,"Species"
"4382","Micromesistius poutassou",33408,126439,"Species"
"4383","Micromonas pusilla",33,134564,"Species"
"4384",NA,114,129368,"Genus"
"4385","Micronephthys minuta",32,130348,"Species"
"4386","Micronephthys sphaerocirrata",3,130350,"Species"
"4387","Micronereis variegata",11,130380,"Species"
"4388","Microphthalmus aberrans",16,130168,"Species"
"4389","Microphthalmus fragilis",14,130171,"Species"
"4390","Microphthalmus listensis",65,130172,"Species"
"4391","Microphthalmus sczelkowii",88,130174,"Species"
"4392","Microphthalmus similis",311,130176,"Species"
"4393","Micropogonias undulatus",1,151158,"Species"
"4394","Micropora coriacea",14,111426,"Species"
"4395",NA,7,110942,"Genus"
"4396","Microporella ciliata",165,111421,"Species"
"4397",NA,1,110763,"Family"
"4398",NA,2,101561,"Genus"
"4399","Microsetella norvegica",756,116115,"Species"
"4400","Microsetella rosea",45,116116,"Species"
"4401",NA,31,129616,"Genus"
"4402","Microspio mecznikowianus",393,131138,"Species"
"4403","Microstomus kitt",66215,127140,"Species"
"4404",NA,5,122360,"Genus"
"4405","Micrura fasciolata",67,122555,"Species"
"4406","Mikroconchoecia curta",7,127820,"Species"
"4407",NA,40,112028,"Genus"
"4408","Millepora alcicornis",2,210726,"Species"
"4409","Millepora platyphylla",1,210730,"Species"
"4410","Mimonectes loveni",1,103269,"Species"
"4411","Miniacina miniacea",66,113479,"Species"
"4412",NA,11,2315,"Genus"
"4413","Minuscula bipes",44,109585,"Species"
"4414",NA,1,205814,"Genus"
"4415","Mirocaris fortunata",214,107541,"Species"
"4416","Mirognathus normani",2,126704,"Species"
"4417","Mirounga angustirostris",1,255018,"Species"
"4418","Mitrella minor",5,139200,"Species"
"4419",NA,6,117162,"Genus"
"4420","Mitrocomella polydiademata",1,117755,"Species"
"4421",NA,2,14665,"Family"
"4422","Mnemiopsis leidyi",916,106401,"Species"
"4423","Mobula thurstoni",3,217430,"Species"
"4424","Modiolarca subpicta",32,140460,"Species"
"4425","Modiolula phaseolina",518,140461,"Species"
"4426",NA,182,138223,"Genus"
"4427","Modiolus auriculatus",1,140463,"Species"
"4428","Modiolus barbatus",112,140464,"Species"
"4429","Modiolus modiolus",1255,140467,"Species"
"4430","Moelleria costulata",3,141859,"Species"
"4431",NA,7,147020,"Genus"
"4432","Moerella donacina",464,147021,"Species"
"4433",NA,2,137709,"Genus"
"4434","Mohnia mohni",22,138917,"Species"
"4435","Mola mola",6476,127405,"Species"
"4436",NA,214,2343,"Genus"
"4437","Molgolaimus demani",24,120992,"Species"
"4438","Molgolaimus turgofrons",64,153142,"Species"
"4439","Molgula citrina",12,103775,"Species"
"4440","Molgula complanata",15,103776,"Species"
"4441","Molgula euprocta",8,103780,"Species"
"4442","Molgula griffithsii",3,250885,"Species"
"4443","Molgula herdmani",1,103783,"Species"
"4444","Molgula manhattensis",264,103788,"Species"
"4445","Molgula occulta",30,103791,"Species"
"4446","Molgula oculata",18,103792,"Species"
"4447","Molgula siphonalis",2,103802,"Species"
"4448","Molpadia blakei",2,124797,"Species"
"4449","Molpadia borealis",21,124798,"Species"
"4450",NA,2,125744,"Genus"
"4451","Molva dypterygia",502,126459,"Species"
"4452","Molva macrophthalma",934,126460,"Species"
"4453","Molva molva",4209,126461,"Species"
"4454","Monachus monachus",1,137081,"Species"
"4455","Monetaria annulus",1,216875,"Species"
"4456",NA,101,2447,"Genus"
"4457",NA,74,153352,"Genus"
"4458","Monochirus hispidus",30,127155,"Species"
"4459","Monocorophium sextonae",593,148603,"Species"
"4460",NA,206,101694,"Genus"
"4461","Monodactylus argenteus",1,218695,"Species"
"4462","Monophorus erythrosoma",29,141719,"Species"
"4463","Monophorus thiriotae",25,141721,"Species"
"4464","Monoposthia costata",27,121104,"Species"
"4465","Monoposthia mirabilis",20,121106,"Species"
"4466",NA,30,105535,"Genus"
"4467",NA,4,144290,"Genus"
"4468","Monostroma grevillei",17,145940,"Species"
"4469","Monothula subtilis",3,237984,"Species"
"4470",NA,23,119780,"Genus"
"4471","Monstrilla longiremis",2,119805,"Species"
"4472",NA,3,119777,"Family"
"4473",NA,131,1106,"Order"
"4474",NA,10,138185,"Genus"
"4475","Montacuta spitzbergensis",6,156244,"Species"
"4476","Montacuta substriata",171,140377,"Species"
"4477","Moolgarda perusii",1,276702,"Species"
"4478",NA,11,148713,"Genus"
"4479",NA,21,2441,"Genus"
"4480",NA,76,119816,"Genus"
"4481","Mormonilla phasma",3,119818,"Species"
"4482","Morone saxatilis",1,151179,"Species"
"4483","Morus bassanus",36397,148776,"Species"
"4484",NA,352,135366,"Genus"
"4485","Muggiaea atlantica",3,135441,"Species"
"4486","Muggiaea bargmannae",1,135442,"Species"
"4487","Mulloidichthys flavolineatus",2,218647,"Species"
"4488","Mulloidichthys pfluegeri",7,218650,"Species"
"4489",NA,19,126034,"Genus"
"4490","Mullus surmuletus",5619,126986,"Species"
"4491","Munida intermedia",145,107157,"Species"
"4492","Munida rugosa",1516,107160,"Species"
"4493","Munida rutllanti",57,107161,"Species"
"4494","Munida sarsi",341,107163,"Species"
"4495","Munida tenuimana",14,107166,"Species"
"4496","Munna acanthifera",53,118751,"Species"
"4497","Munna boeckii",6,256204,"Species"
"4498","Munna kroyeri",18,118757,"Species"
"4499","Munna limicola",5,118758,"Species"
"4500","Munna minuta",68,118759,"Species"
"4501",NA,2,118377,"Genus"
"4502",NA,3,118343,"Genus"
"4503","Muraena helena",626,126303,"Species"
"4504","Muraena retifera",33,158586,"Species"
"4505",NA,1,125310,"Genus"
"4506","Muriceides paucituberculata",14,125384,"Species"
"4507",NA,2,138198,"Genus"
"4508","Muricopsis cristata",2,140401,"Species"
"4509",NA,115,138225,"Genus"
"4510","Musculus costulatus",91,140471,"Species"
"4511","Musculus discors",515,140472,"Species"
"4512","Mustelus asterias",2695,105821,"Species"
"4513","Mustelus canis",1,158518,"Species"
"4514","Mustelus fasciatus",2,271383,"Species"
"4515","Mustelus mustelus",505,105822,"Species"
"4516",NA,403,138211,"Genus"
"4517","Mya arenaria",10009,140430,"Species"
"4518","Mya truncata",1103,140431,"Species"
"4519",NA,51,131907,"Genus"
"4520","Mycale (Carmia) macilenta",16,168587,"Species"
"4521","Mycale (Mycale) lingua",15,168640,"Species"
"4522","Mycedium elephantotus",1,207373,"Species"
"4523","Mycteroperca acutirostris",3,273876,"Species"
"4524","Mycteroperca fusca",25,127038,"Species"
"4525","Mycteroperca rubra",27,127039,"Species"
"4526",NA,18,125829,"Genus"
"4527",NA,2,247,"Family"
"4528",NA,1,105757,"Genus"
"4529","Myliobatis tenuicaudatus",4,271491,"Species"
"4530",NA,22,245,"Order"
"4531","Myoxocephalus quadricornis",645,254529,"Species"
"4532","Myoxocephalus scorpioides",64,127202,"Species"
"4533","Myoxocephalus scorpius",13857,127203,"Species"
"4534",NA,8,143975,"Genus"
"4535","Myriactula arabica",5,144957,"Species"
"4536","Myrianida brachycephala",43,238192,"Species"
"4537","Myrianida langerhansi",147,238198,"Species"
"4538","Myrianida pinnigera",25,131324,"Species"
"4539","Myrianida prolifera",256,238200,"Species"
"4540","Myrianida quindecimdentata",13,238201,"Species"
"4541","Myrichthys colubrinus",1,217579,"Species"
"4542",NA,461,129426,"Genus"
"4543","Myriochele danielsseni",628,130540,"Species"
"4544","Myriochele heeri",992,130542,"Species"
"4545","Myrionema magnusii",1,156254,"Species"
"4546","Myrionema strangulans",16,144985,"Species"
"4547",NA,31,123441,"Genus"
"4548","Myriotrochus bathybius",1,124441,"Species"
"4549","Myriotrochus rinkii",1,124446,"Species"
"4550","Myriotrochus theeli",16,124447,"Species"
"4551","Myripristis clarionensis",1,276193,"Species"
"4552","Myrtea spinifera",1584,140287,"Species"
"4553","Mysia undata",580,140728,"Species"
"4554",NA,2106,149668,"Order"
"4555",NA,769,119822,"Family"
"4556","Mysideis insignis",45,120080,"Species"
"4557",NA,2,119885,"Genus"
"4558","Mysidopsis angusta",3,120087,"Species"
"4559","Mysidopsis didelphys",41,120088,"Species"
"4560","Mysidopsis gibbosa",3,120089,"Species"
"4561",NA,263,119886,"Genus"
"4562","Mysis mixta",100,120113,"Species"
"4563","Mysta barbata",3,147027,"Species"
"4564","Mysta picta",290,147026,"Species"
"4565",NA,12,129450,"Genus"
"4566","Mystides borealis",10,130653,"Species"
"4567","Mystriocentrus serratus",4,136496,"Species"
"4568","Mytilaster lineatus",17,140476,"Species"
"4569","Mytilaster minimus",91,140478,"Species"
"4570",NA,567,211,"Family"
"4571","Mytilopsis leucophaeata",7,156887,"Species"
"4572",NA,510,138228,"Genus"
"4573","Mytilus edulis",16133,140480,"Species"
"4574","Mytilus galloprovincialis",1178,140481,"Species"
"4575",NA,76,129537,"Genus"
"4576","Myxicola aesthetica",4,130931,"Species"
"4577","Myxicola infundibulum",627,130932,"Species"
"4578",NA,114,131970,"Genus"
"4579","Myxilla (Myxilla) fimbriata",98,169461,"Species"
"4580","Myxilla (Myxilla) incrustans",593,169466,"Species"
"4581",NA,8,131658,"Family"
"4582","Myxine glutinosa",3323,101170,"Species"
"4583","Myxus elongatus",8,276971,"Species"
"4584",NA,1,129364,"Genus"
"4585","Naccaria wiggii",16,145769,"Species"
"4586",NA,1,129419,"Genus"
"4587","Naineris laevigata",37,130515,"Species"
"4588","Nais elinguis",12,137481,"Species"
"4589",NA,3,110383,"Family"
"4590",NA,2,110418,"Genus"
"4591","Nannastacus brevicaudatus",5,110571,"Species"
"4592","Nannastacus longirostris",8,156256,"Species"
"4593","Nannastacus unguiculatus",52,110574,"Species"
"4594","Nannobrachium achirus",1,221503,"Species"
"4595","Nannobrachium atrum",47,158909,"Species"
"4596",NA,3,104154,"Genus"
"4597","Nannocalanus minor",2394,104469,"Species"
"4598",NA,8,2316,"Genus"
"4599","Nannolaimoides effilatus",4,120851,"Species"
"4600",NA,16,2317,"Genus"
"4601",NA,1,118381,"Genus"
"4602","Nannoniscus profundus",1,118786,"Species"
"4603","Nannonyx spinimanus",9,102626,"Species"
"4604","Nannopus palustris",4,116204,"Species"
"4605",NA,351,135392,"Genus"
"4606","Nansenia atlantica",2,272925,"Species"
"4607","Nansenia groenlandica",13,126725,"Species"
"4608","Nansenia tenera",2,126729,"Species"
"4609","Narcetes erimelas",7,126705,"Species"
"4610","Narcetes stomias",9,126706,"Species"
"4611","Narella versluysi",1,125409,"Species"
"4612","Naso hexacanthus",1,219667,"Species"
"4613","Naso thynnoides",1,219670,"Species"
"4614","Naso unicornis",4,219668,"Species"
"4615",NA,64,138235,"Genus"
"4616","Nassarius incrassatus",295,140503,"Species"
"4617","Nassarius nitidus",17,140509,"Species"
"4618","Nassarius pygmaeus",379,140512,"Species"
"4619","Nassarius reticulatus",3055,140513,"Species"
"4620",NA,20,181484,"Suborder"
"4621",NA,1,118404,"Genus"
"4622","Natatolana borealis",233,118859,"Species"
"4623",NA,33,138240,"Genus"
"4624","Natica adansoni",2,224855,"Species"
"4625","Naucrates ductor",10,126811,"Species"
"4626",NA,353,135250,"Genus"
"4627","Nausithoe atlantica",1,135284,"Species"
"4628","Nausithoe punctata",2,135290,"Species"
"4629",NA,4260,149142,"Genus"
"4630","Navicula arenaria",1,149441,"Species"
"4631","Navicula cancellata",17,149468,"Species"
"4632","Navicula cryptocephala",41,149203,"Species"
"4633","Navicula digitoradiata",1,149459,"Species"
"4634","Navicula membranacea",869,149232,"Species"
"4635","Navicula mollis",1,180781,"Species"
"4636","Navicula pelagica",39,172836,"Species"
"4637","Navicula planamembranacea",145,180727,"Species"
"4638","Navicula radiosa",5,149453,"Species"
"4639","Navicula rhynchocephala",20,149444,"Species"
"4640","Navicula transitans",205,149320,"Species"
"4641","Navicula tuscula",9,966686,"Species"
"4642",NA,2740,149031,"Family"
"4643","Neanthes flavipes",2,130386,"Species"
"4644","Neanthes fucata",30,130387,"Species"
"4645","Neanthes kerguelensis",3,130390,"Species"
"4646",NA,79,147031,"Genus"
"4647","Nebalia bipes",601,147032,"Species"
"4648",NA,1,147029,"Family"
"4649","Necora puber",8441,107398,"Species"
"4650","Nectactis singularis",1,101018,"Species"
"4651","Nemadactylus macropterus",2,281653,"Species"
"4652","Nemalion helminthoides",99,145765,"Species"
"4653",NA,10,2550,"Genus"
"4654","Nemanema cylindraticaudatum",6,122028,"Species"
"4655",NA,1,110675,"Genus"
"4656","Nematobrachion boopis",42,110691,"Species"
"4657","Nematocarcinus ensifer",3,107573,"Species"
"4658","Nematocarcinus exilis",6,107574,"Species"
"4659","Nematodinium armatum",26,109907,"Species"
"4660","Nematomenia banyulensis",11,139610,"Species"
"4661","Nematoscelis gracilis",1,221057,"Species"
"4662","Nematoscelis megalops",181,110695,"Species"
"4663","Nematoscelis microps",2,110696,"Species"
"4664",NA,1,100734,"Genus"
"4665","Nematostella vectensis",3,100906,"Species"
"4666",NA,9326,117195,"Genus"
"4667","Nemertesia antennina",5246,117809,"Species"
"4668","Nemertesia ramosa",2290,117815,"Species"
"4669",NA,1,125639,"Genus"
"4670","Neoamphitrite affinis",86,131502,"Species"
"4671","Neoamphitrite figulus",281,131504,"Species"
"4672","Neoamphitrite grayi",15,131505,"Species"
"4673","Neoamphitrite groenlandica",8,131506,"Species"
"4674",NA,35,104155,"Genus"
"4675","Neocalanus gracilis",1652,104471,"Species"
"4676","Neocalanus robustior",417,104472,"Species"
"4677",NA,100,2300,"Genus"
"4678","Neochromadora poecilosoma",34,120792,"Species"
"4679","Neochromadora tecta",2,120795,"Species"
"4680","Neochromadora trichophora",7,120796,"Species"
"4681","Neoconorbina terquemi",1,113697,"Species"
"4682","Neocyttus helgae",5,127423,"Species"
"4683","Neogloboquadrina pachyderma",194,113458,"Species"
"4684","Neognathophausia gigas",113,119931,"Species"
"4685","Neognathophausia ingens",3,220999,"Species"
"4686","Neogobius melanostomus",1,126916,"Species"
"4687","Neolagenipora collaris",7,111509,"Species"
"4688","Neoleanira tetragona",76,131069,"Species"
"4689","Neolepton sulcatulum",7,140558,"Species"
"4690","Neomenia carinata",66,140560,"Species"
"4691",NA,5,413,"Order"
"4692","Neomysis integer",719,120136,"Species"
"4693","Neonesthes capensis",4,127366,"Species"
"4694",NA,3,123499,"Genus"
"4695","Neopentadactyla mixta",459,124685,"Species"
"4696","Neopomacentrus cyanomos",1,218839,"Species"
"4697","Neopomacentrus xanthurus",1,218836,"Species"
"4698","Neopycnodonte cochlear",20,140048,"Species"
"4699","Neoraja caerulea",2,105879,"Species"
"4700",NA,1,138479,"Genus"
"4701","Neorossia caroli",27,141447,"Species"
"4702","Neosabellides oceanica",13,129814,"Species"
"4703","Neoscalpellum debile",2,106202,"Species"
"4704","Neoschizorhynchus parvorostro",1,143254,"Species"
"4705",NA,10,2325,"Genus"
"4706","Neotonchus boucheri",48,120912,"Species"
"4707",NA,5,136022,"Genus"
"4708",NA,13,106741,"Family"
"4709",NA,1,155750,"Superfamily"
"4710","Nephrops norvegicus",20597,107254,"Species"
"4711",NA,7850,129370,"Genus"
"4712","Nephtys assimilis",754,130353,"Species"
"4713","Nephtys caeca",2554,130355,"Species"
"4714","Nephtys cirrosa",6424,130357,"Species"
"4715","Nephtys hombergii",14780,130359,"Species"
"4716","Nephtys hystricis",867,130360,"Species"
"4717","Nephtys kersivalensis",1622,130363,"Species"
"4718","Nephtys longosetosa",1352,130364,"Species"
"4719","Nephtys paradoxa",133,130365,"Species"
"4720","Nephtys pente",112,130352,"Species"
"4721","Nephtys picta",1,157501,"Species"
"4722","Nephtys simoni",1,329561,"Species"
"4723","Nepinnotheres pinnotheres",11,107469,"Species"
"4724",NA,2,137710,"Genus"
"4725","Neptunea antiqua",3111,138920,"Species"
"4726","Neptunea despecta",12,138923,"Species"
"4727",NA,1690,22496,"Family"
"4728",NA,27,129314,"Genus"
"4729","Nereimyra punctata",755,130185,"Species"
"4730",NA,42,129451,"Genus"
"4731","Nereiphylla lutea",19,130656,"Species"
"4732","Nereiphylla paretti",12,130657,"Species"
"4733","Nereiphylla pusilla",14,130658,"Species"
"4734","Nereiphylla rubiginosa",61,130659,"Species"
"4735",NA,1492,129379,"Genus"
"4736","Nereis lamellosa",25,130402,"Species"
"4737","Nereis pelagica",173,130404,"Species"
"4738","Nereis rava",81,130406,"Species"
"4739","Nereis vexillosa",1,329765,"Species"
"4740","Nerilla antennata",7,130437,"Species"
"4741",NA,1,992,"Family"
"4742",NA,4,126226,"Genus"
"4743","Nerophis lumbriciformis",89,127383,"Species"
"4744","Nerophis ophidion",142,127385,"Species"
"4745","Nesiarchus nasutus",2,126865,"Species"
"4746","Nessorhamphus ingolfianus",7,126292,"Species"
"4747","Nettastoma melanurum",31,126308,"Species"
"4748","Neverita josephinia",35,140549,"Species"
"4749","Nezumia aequalis",337,126473,"Species"
"4750","Nezumia bairdii",3,183289,"Species"
"4751","Nicella granifera",1,125359,"Species"
"4752",NA,18,129703,"Genus"
"4753","Nicolea venustula",205,131507,"Species"
"4754","Nicolea zostericola",91,131508,"Species"
"4755","Nicomache lumbricalis",171,130311,"Species"
"4756","Nicomache personata",9,130314,"Species"
"4757","Ninoe armoricana",10,130254,"Species"
"4758","Nipponnemertes pulchra",2,122704,"Species"
"4759",NA,12,143893,"Genus"
"4760","Nitophyllum punctatum",195,144770,"Species"
"4761","Nitzschia acicularis",146,149046,"Species"
"4762","Nitzschia angularis",5,149591,"Species"
"4763","Nitzschia closterium",552,963482,"Species"
"4764","Nitzschia commutata",14,149586,"Species"
"4765","Nitzschia delicatissima",3218,149318,"Species"
"4766","Nitzschia dissipata",10,959973,"Species"
"4767","Nitzschia fructicosa",13,149602,"Species"
"4768","Nitzschia gracilis",13,963535,"Species"
"4769","Nitzschia longissima",11340,149150,"Species"
"4770","Nitzschia lorenziana",153,175425,"Species"
"4771","Nitzschia obtusa",6,149607,"Species"
"4772","Nitzschia panduriformis",34,963647,"Species"
"4773","Nitzschia pungens",18,160529,"Species"
"4774","Nitzschia spathulata",1,149592,"Species"
"4775","Nitzschia tryblionella",167,149214,"Species"
"4776",NA,144,109500,"Genus"
"4777","Noctiluca scintillans",3668,109921,"Species"
"4778","Nodularia harveyana",1,178477,"Species"
"4779","Nodulus contortus",26,138745,"Species"
"4780","Noemiamea dolioliformis",8,140973,"Species"
"4781",NA,36,111011,"Genus"
"4782","Nolella dilatata",47,111632,"Species"
"4783","Nolella pusilla",2,111635,"Species"
"4784","Nolella stipata",5,111636,"Species"
"4785",NA,421,112232,"Genus"
"4786",NA,1,115413,"Genus"
"4787",NA,19,101629,"Genus"
"4788","Normanion chevreuxi",1,102629,"Species"
"4789","Normanion quadrimanus",41,102630,"Species"
"4790","Normichthys operosus",77,126745,"Species"
"4791","Notacanthus bonaparte",125,126642,"Species"
"4792","Notacanthus chemnitzii",5,126643,"Species"
"4793","Notaulax phaeotaenia",1,130935,"Species"
"4794",NA,17,134944,"Genus"
"4795",NA,2,129402,"Genus"
"4796","Nothria britannica",63,130466,"Species"
"4797","Notocirrus scoticus",134,129861,"Species"
"4798","Notolepis coatsi",1,234695,"Species"
"4799","Notolychnus valdiviae",3,126629,"Species"
"4800","Notomastus aberans",21,129894,"Species"
"4801","Notomastus latericeus",8471,129898,"Species"
"4802","Notomastus lineatus",23,129899,"Species"
"4803","Notomastus profundus",15,129900,"Species"
"4804",NA,2,129452,"Genus"
"4805","Notophyllum foliosum",59,130661,"Species"
"4806",NA,2,110865,"Genus"
"4807","Notoplites jeffreysii",1,111234,"Species"
"4808",NA,72,129358,"Genus"
"4809","Notoproctus oculatus",275,129903,"Species"
"4810","Notoscopelus bolini",32,158913,"Species"
"4811","Notoscopelus kroyeri",217,272728,"Species"
"4812","Notostomus elegans",12,107600,"Species"
"4813","Notostomus robustus",6,107601,"Species"
"4814","Nototropis falcatus",646,102139,"Species"
"4815","Nototropis guttatus",128,488957,"Species"
"4816","Nouria polymorphinoides",1,114061,"Species"
"4817","Novaculichthys taeniourus",1,219035,"Species"
"4818",NA,12,235165,"Genus"
"4819","Novocrania anomala",152,235385,"Species"
"4820",NA,5344,138199,"Genus"
"4821","Nucula hanleyi",120,140588,"Species"
"4822","Nucula nitidosa",4840,140589,"Species"
"4823","Nucula nucleus",923,140590,"Species"
"4824","Nucula sulcata",835,140592,"Species"
"4825","Nucula tumidula",139,140593,"Species"
"4826","Nucula turgida",375,152274,"Species"
"4827",NA,112,204,"Family"
"4828","Nudora thorakista",1,121110,"Species"
"4829","Numenius arquata",33,159037,"Species"
"4830","Numenius phaeopus",53,159040,"Species"
"4831",NA,4,110677,"Genus"
"4832","Nyctiphanes couchii",56,254316,"Species"
"4833",NA,198,134591,"Genus"
"4834","Nymphon brevirostre",256,150520,"Species"
"4835","Nymphon elegans",19,134686,"Species"
"4836","Nymphon gracile",36,134687,"Species"
"4837","Nymphon grossipes",31,134688,"Species"
"4838","Nymphon hirtipes",4,134690,"Species"
"4839","Nymphon hirtum",4,134691,"Species"
"4840","Nymphon leptocheles",96,134694,"Species"
"4841","Nymphon longitarse",1,134696,"Species"
"4842","Nymphon macronyx",92,134697,"Species"
"4843","Nymphon macrum",59,150523,"Species"
"4844","Nymphon stroemi",20,134711,"Species"
"4845","Nymphon tenellum",94,134712,"Species"
"4846",NA,17,1566,"Family"
"4847",NA,646,117034,"Genus"
"4848","Obelia bidentata",48,117385,"Species"
"4849","Obelia dichotoma",269,117386,"Species"
"4850","Obelia fimbriata",3,117387,"Species"
"4851","Obelia geniculata",2116,117388,"Species"
"4852","Obelia longissima",173,117389,"Species"
"4853","Obelia lucifera",1,231832,"Species"
"4854","Obesotoma woodiana",3,139308,"Species"
"4855","Oblada melanura",88,127056,"Species"
"4856",NA,108,109542,"Genus"
"4857","Oblea rotunda",392,110155,"Species"
"4858","Obtusella intersecta",84,141304,"Species"
"4859","Obtusoecia obtusata",140,127828,"Species"
"4860","Oceanapia robusta",1,132946,"Species"
"4861","Oceania armata",3,117437,"Species"
"4862",NA,1,116939,"Genus"
"4863",NA,1253,137060,"Genus"
"4864","Oceanodroma castro",4,137191,"Species"
"4865","Oceanodroma leucorhoa",334,137192,"Species"
"4866",NA,18,138200,"Genus"
"4867","Ochlochaete hystrix",1,146012,"Species"
"4868",NA,3,147734,"Genus"
"4869",NA,3,157237,"Order"
"4870",NA,25,345465,"Phylum"
"4871",NA,4,138201,"Genus"
"4872","Ocinebrina aciculata",23,140407,"Species"
"4873",NA,16,123484,"Genus"
"4874","Ocnus brunneus",6,124639,"Species"
"4875","Ocnus lacteus",49,124645,"Species"
"4876","Ocnus planci",58,124647,"Species"
"4877","Octobranchus floriceps",200,131570,"Species"
"4878",NA,10,11718,"Order"
"4879","Octopoteuthis danae",2,342056,"Species"
"4880","Octopoteuthis sicula",11,181379,"Species"
"4881",NA,38,138268,"Genus"
"4882","Octopus cyaneus",4,210788,"Species"
"4883","Octopus tetricus",1,342036,"Species"
"4884","Oculosetella gracilis",1,116384,"Species"
"4885",NA,3,106970,"Genus"
"4886","Ocypode saratan",1,207586,"Species"
"4887","Ocythoe tuberculata",2,140610,"Species"
"4888","Odobenus rosmarus",11,137077,"Species"
"4889",NA,2,160852,"Genus"
"4890",NA,1,123310,"Genus"
"4891","Odontella mobiliensis",1260,164116,"Species"
"4892","Odontella obtusa",14,149662,"Species"
"4893","Odontella regia",846,149094,"Species"
"4894","Odonthalia dentata",321,144839,"Species"
"4895","Odontomacrurus murrayi",1,126476,"Species"
"4896","Odontophora exharena",51,121323,"Species"
"4897","Odontophora longisetosa",124,121326,"Species"
"4898","Odontophora ornata",2,121328,"Species"
"4899","Odontophora phalarata",17,121332,"Species"
"4900","Odontophora rectangula",9,121333,"Species"
"4901","Odontophora setosa",4,121334,"Species"
"4902","Odontophora villoti",46,121336,"Species"
"4903","Odontosyllis ctenostoma",71,131325,"Species"
"4904","Odontosyllis fulgurans",136,131327,"Species"
"4905","Odontosyllis gibba",493,131328,"Species"
